,picker_host,wms_sku_id,sku_name,sku_weight_g,sku_dimensions_mm,task_success,pick_success,place_success,task_total,pick_total,place_total
3836,ropi04,1820487,TEREA Yellow,22.0,"[48, 74, 15]",22,15.0,14.0,24,24,15
3837,ropi04,1820493,TEREA Sienna,22.0,"[48, 74, 15]",16,6.0,6.0,27,27,6
3838,ropi04,1820499,TEREA Turquoise,22.0,"[48, 74, 15]",20,7.0,7.0,29,29,7
3839,ropi04,1820505,TEREA Russet,22.0,"[48, 74, 15]",6,2.0,2.0,20,20,2
3840,ropi04,1820511,TEREA Bronze,22.0,"[48, 74, 15]",6,2.0,2.0,20,20,2
3841,ropi04,1820517,TEREA Amber,22.0,"[48, 74, 15]",24,18.0,18.0,32,31,18
3842,ropi04,1821201,IDS Galettes z Bretaně,125.0,"[125, 216, 28]",4,4.0,4.0,4,4,4
3843,ropi04,1821243,IDS Betise mátové bonbóny z Cambrai,238.0,"[229, 57, 329]",2,2.0,2.0,2,2,2
3844,ropi04,1821255,IDS Pastilky mátové z Vichy,244.0,"[170, 138, 10]",6,6.0,6.0,6,6,6
3845,ropi04,1822527,Mamacoffee BIO Uganda Rwenzori Mountains Bukonzo Kyalhumba Zrnková káva,260.0,"[110, 84, 75]",1,1.0,1.0,1,1,1
3846,ropi04,1822845,Primeros Finger Vibe vibrační náprstek,17.0,"[125, 95, 19]",2,2.0,2.0,2,2,2
3847,ropi04,1822857,Primeros Performax kondomy pro dlouhotrvající vzrušení,52.0,"[127, 73, 36]",1,1.0,1.0,1,1,1
3848,ropi04,1823589,Emco Ovesná kaše neporcovaná natural,470.0,"[170, 122, 75]",10,11.0,11.0,11,11,11
3849,ropi04,1827309,Minutka Čaj s příchutí ovoce ze zahrádky,55.0,"[70, 125, 45]",12,12.0,12.0,12,12,12
3850,ropi04,1827315,Minutka Zelený čaj malina a jahody,46.0,"[70, 125, 70]",6,6.0,6.0,6,6,6
3851,ropi04,1827321,Minutka Earl Grey,74.0,"[70, 125, 70]",3,3.0,3.0,3,3,3
3852,ropi04,1827333,Land-Leben Dětský smažený hrášek Bakkis do polévky,110.0,"[165, 75, 50]",5,5.0,5.0,5,5,5
3853,ropi04,1827339,Land-Leben Krutony česnek do polévky,85.0,"[165, 75, 50]",2,2.0,2.0,2,2,2
3854,ropi04,1827363,Twinings Superblend Glow Zelený ochucený čaj,40.0,"[129, 78, 68]",1,1.0,1.0,1,1,1
3855,ropi04,1827579,Labeta Jíška světlá bez lepku,282.0,"[195, 145, 30]",3,3.0,3.0,3,3,3
3856,ropi04,1828389,"Pumpkin Organics BIO Kukuřičné tyčinky s dýní, rajčaty a špenátem",21.0,"[175, 160, 40]",8,8.0,8.0,8,8,8
3857,ropi04,1828395,Pumpkin Organics BIO Čočkové křupky se sýrem cheddar a pažitkou,21.0,"[175, 160, 40]",3,3.0,3.0,3,3,3
3858,ropi04,1828401,Biogena Majestic Zázvor a mandarinka,90.0,"[135, 78, 67]",3,0.0,,3,3,0
3859,ropi04,1828413,Biogena Majestic Malina a camu camu,90.0,"[79, 135, 68]",2,2.0,2.0,2,2,2
3860,ropi04,1828419,Loyd pyramida Intense black,65.0,"[110, 110, 65]",1,1.0,1.0,1,1,1
3861,ropi04,1828431,Loyd pyramida Zelený,59.0,"[110, 110, 65]",1,1.0,1.0,1,1,1
3862,ropi04,1828437,Loyd pyramida Maliny a rakytník,65.0,"[110, 110, 65]",3,3.0,3.0,3,3,3
3863,ropi04,1828443,Loyd pyramida Jablko a skořice,72.0,"[110, 110, 65]",8,7.0,7.0,8,8,7
3864,ropi04,1828449,Loyd pyramida Maliny a citron,65.0,"[110, 110, 65]",6,6.0,6.0,6,6,6
3865,ropi04,1828455,Loyd pyramida Sladké sny,49.0,"[110, 110, 65]",1,1.0,1.0,1,1,1
3866,ropi04,1828461,Loyd pyramida Krk a mandle,65.0,"[110, 110, 65]",3,3.0,3.0,3,3,3
3867,ropi04,1828725,NAKD Cocoa Delight Ovocno-oříškové RAW tyčinky s kakaem 4×35 g,158.0,"[142, 130, 250]",8,8.0,8.0,8,8,8
3868,ropi04,1828947,Chio Tortillas Chilli,120.0,"[200, 180, 55]",2,2.0,2.0,2,2,2
3869,ropi04,1828959,Bohemia Zlehka s příchuťí karamelizované cibulky,136.0,"[300, 195, 65]",4,4.0,4.0,4,4,4
3870,ropi04,1829085,Cuorenero Donuty s jahodovou polevou bezlepkové,190.0,"[240, 80, 37]",5,5.0,5.0,5,5,5
3871,ropi04,1829097,Cuorenero Donuty s kakaovou polevou bezlepkové,190.0,"[240, 80, 37]",7,7.0,7.0,7,7,7
3872,ropi04,1829121,Yutto Vlašské ořechy jádra,207.0,"[200, 150, 50]",22,22.0,22.0,22,22,22
3873,ropi04,1829127,Yutto Kalifornské mandle natural,207.0,"[200, 150, 50]",23,23.0,23.0,23,23,23
3874,ropi04,1829133,Yutto Para ořechy,207.0,"[200, 150, 50]",10,10.0,10.0,10,10,10
3875,ropi04,1829139,Yutto Pekanové ořechy,207.0,"[200, 150, 50]",13,13.0,13.0,13,13,13
3876,ropi04,1829145,Yutto Královský mix – směs skořápkových plodů,207.0,"[200, 150, 50]",17,16.0,16.0,17,17,16
3877,ropi04,1829151,Yutto Královnin mix – směs skořápkových plodů,207.0,"[200, 150, 50]",11,11.0,11.0,11,11,11
3878,ropi04,1829157,Yutto Směs skořápkových plodů a rozinek,207.0,"[200, 150, 50]",8,8.0,8.0,8,8,8
3879,ropi04,1829163,Yutto Směs slazeného sušeného ovoce a skořápkových plodů,207.0,"[200, 150, 50]",18,18.0,18.0,18,18,18
3880,ropi04,1829337,Pändy Candy Sour Cola gumové bonbóny,52.0,"[150, 115, 15]",4,4.0,4.0,4,4,4
3881,ropi04,1829343,Pändy Candy Sweet Peach gumové bonbóny,52.0,"[150, 115, 15]",1,1.0,1.0,1,1,1
3882,ropi04,1829349,Pändy Candy Watermelon gumové bonbóny,52.0,"[150, 115, 15]",8,8.0,8.0,8,8,8
3883,ropi04,1829355,Pändy Flaming Hot čočkové chipsy,52.0,"[240, 177, 15]",1,1.0,1.0,1,1,1
3884,ropi04,1829361,Pändy Spring Onion čočkové chipsy,52.0,"[240, 177, 15]",4,4.0,4.0,4,4,4
3885,ropi04,1829367,HealthyCo Chocolate Buttons čokoládové bonbóny,42.0,"[125, 110, 15]",4,4.0,4.0,4,4,4
3886,ropi04,1829373,HealthyCo Chocolate Peanuts arašídové kuličky,42.0,"[125, 110, 15]",8,8.0,8.0,8,8,8
3887,ropi04,1829439,Bonavita Dobrá vláknina,383.0,"[270, 145, 65]",6,6.0,6.0,6,6,6
3888,ropi04,1829481,NOMINAL Bezlepková cereální kaše Nomina lahodná,339.0,"[190, 145, 45]",5,5.0,5.0,5,5,5
3889,ropi04,1829487,NOMINAL Bezlepková cereální kaše Nomina Nomík,339.0,"[190, 145, 45]",18,18.0,18.0,18,18,18
3890,ropi04,1829499,NOMINAL Bezlepková směs na chléb rustikální,539.0,"[190, 145, 45]",7,7.0,7.0,7,7,7
3891,ropi04,1829505,NOMINAL Nomix bezlepková mouka,539.0,"[190, 145, 45]",4,4.0,4.0,4,4,4
3892,ropi04,1829829,Labeta Muffiny bez lepku,545.0,"[195, 145, 45]",1,1.0,1.0,1,1,1
3893,ropi04,1829841,Labeta Perník bez lepku,500.0,"[195, 145, 45]",5,5.0,5.0,5,5,5
3894,ropi04,1830273,VUSE GO Creamy Tobacco,33.0,"[130, 34, 23]",4,2.0,2.0,13,13,2
3895,ropi04,1830279,VUSE GO Berry Blend,33.0,"[130, 34, 23]",1,0.0,,7,7,0
3896,ropi04,1830285,VUSE GO Berry Watermelon,33.0,"[130, 34, 23]",2,1.0,1.0,7,7,1
3897,ropi04,1830291,VUSE GO Peppermint Ice,33.0,"[130, 34, 23]",2,0.0,,5,4,0
3898,ropi04,1830297,VUSE GO Blueberry Ice,33.0,"[130, 34, 23]",4,1.0,1.0,14,14,1
3899,ropi04,1830303,VUSE GO Strawberry Ice,33.0,"[130, 34, 23]",4,2.0,2.0,9,9,2
3900,ropi04,1830309,VUSE GO Grape Ice,33.0,"[130, 34, 23]",1,1.0,1.0,6,6,1
3901,ropi04,1830315,VUSE GO Watermelon Ice,33.0,"[130, 34, 23]",4,2.0,2.0,6,6,2
3902,ropi04,1830363,Melissa Fusilli,507.0,"[180, 116, 80]",8,8.0,8.0,8,8,8
3903,ropi04,1830369,Melissa Těstovinová rýže Orzo,505.0,"[155, 83, 53]",15,15.0,15.0,15,15,15
3904,ropi04,1830549,Beansmith's Keňa Docha,260.0,"[220, 175, 60]",1,1.0,1.0,1,1,1
3905,ropi04,1830555,Beansmith's Etiopie Adado filtr,260.0,"[220, 175, 60]",1,1.0,1.0,1,1,1
3906,ropi04,1830939,"FruchtBar BIO Těstoviny srdíčka s mrkví, řepou a pšenicí",310.0,"[175, 85, 65]",2,2.0,2.0,2,2,2
3907,ropi04,1830951,"FruchtBar BIO Ovocná kapsička s jablkem, ananasem, mangem, banánem a mandarinkou",105.0,"[152, 76, 27]",2,2.0,2.0,2,2,2
3908,ropi04,1830969,"FruchtBar BIO Ovocná kapsička s banánem, pomerančem, mangem a kokosem",105.0,"[152, 76, 27]",3,2.0,2.0,3,3,2
3909,ropi04,1830999,FruchtBar BIO Ovesné sušenky s jablkem a dýňovými semínky,110.0,"[135, 95, 50]",2,2.0,2.0,2,2,2
3910,ropi04,1831011,"FruchtBar BIO Ovocná kaspička s jahodami, banánem, hruškou, kiwi a sucharem",105.0,"[152, 76, 27]",2,1.0,1.0,2,2,1
3911,ropi04,1831155,Vileda Extra Sensation rukavice M,58.0,"[265, 150, 7]",4,4.0,4.0,4,4,4
3912,ropi04,1831161,Vileda Extra Sensation rukavice L,64.0,"[265, 150, 7]",2,2.0,2.0,2,2,2
3913,ropi04,1831707,Camel Yellow Shorts,30.0,"[58, 95, 23]",12,11.0,11.0,20,19,11
3914,ropi04,1831713,Camel Yellow KS,30.0,"[89, 55, 27]",9,5.0,5.0,17,17,5
3915,ropi04,1831719,L&M Violet Link 100´s SSL,30.0,"[100, 93, 27]",26,23.0,23.0,26,26,23
3916,ropi04,1831923,Fruitfunk Happybag jahodové plátky Jednorožec,17.0,"[120, 80, 10]",39,31.0,31.0,40,40,31
3917,ropi04,1832091,Lagris Směs luštěninová racio,503.0,"[135, 80, 60]",3,3.0,3.0,3,3,3
3918,ropi04,1832103,Lagris Směs luštěninová tradiční,503.0,"[135, 80, 60]",7,7.0,7.0,7,7,7
3919,ropi04,1832109,Lagris Rýže parboiled varné sáčky,438.0,"[170, 125, 46]",11,11.0,11.0,11,11,11
3920,ropi04,1832115,Lagris Rýže loupaná varné sáčky,438.0,"[170, 125, 46]",6,5.0,5.0,6,6,5
3921,ropi04,1832133,Lagris Rýže kulatozrnná varné sáčky,438.0,"[170, 125, 46]",2,2.0,2.0,2,2,2
3922,ropi04,1832313,Dog & Food Prémiové dentální tyčinky pro psy Natural,138.0,"[130, 225, 50]",2,2.0,2.0,2,2,2
3923,ropi04,1832931,Camel Blue,30.0,"[103, 97, 20]",20,17.0,17.0,20,20,17
3924,ropi04,1833165,Cafédirect Kilimanjaro SCA 82 mletá káva,237.0,"[190, 111, 83]",1,1.0,1.0,1,1,1
3925,ropi04,1833711,Semix Vícezrnná chia kaše brusinka,67.0,"[135, 105, 18]",7,7.0,7.0,7,7,7
3926,ropi04,1833879,Lucky Strike Red,30.0,"[88, 55, 23]",9,10.0,10.0,10,10,10
3927,ropi04,1833885,Rothmans Longs Blue,30.0,"[103, 97, 30]",5,5.0,5.0,5,5,5
3928,ropi04,1834017,VELO Mini Polar Mint,38.0,"[85, 20, 85]",1,1.0,1.0,1,1,1
3929,ropi04,1834023,VELO Royal Purple,38.0,"[85, 20, 85]",2,2.0,2.0,2,2,2
3930,ropi04,1834029,VUSE ePod náplně Golden Tobacco (18mg),32.0,"[115, 65, 15]",2,2.0,2.0,2,2,2
3931,ropi04,1834035,VUSE ePod náplně Classic Strawberry (12mg),32.0,"[115, 65, 15]",3,3.0,3.0,3,3,3
3932,ropi04,1834209,Lay's Chipsy oven baked jogurt a bylinky,64.0,"[200, 160, 50]",6,6.0,6.0,6,6,6
3933,ropi04,1834215,Lay's Chipsy oven baked solené,64.0,"[200, 160, 50]",18,18.0,18.0,18,18,18
3934,ropi04,1834455,VUSE GO Mango Ice,33.0,"[130, 34, 23]",1,0.0,,4,4,0
3935,ropi04,1834557,Marlboro Crafted Red 100,29.0,"[102, 55, 22]",3,1.0,1.0,3,3,1
3936,ropi04,1834587,Marlboro Crafted Red KS,25.0,"[88, 55, 22]",7,6.0,6.0,9,9,6
3937,ropi04,1834599,Marlboro Crafted Gold 100,29.0,"[102, 55, 22]",6,6.0,6.0,7,7,6
3938,ropi04,1834605,Marlboro Crafted Gold KS,25.0,"[88, 55, 22]",6,3.0,3.0,7,7,3
3939,ropi04,1834611,Camel White 83mm,30.0,"[86, 53, 22]",4,3.0,3.0,6,5,3
3940,ropi04,1834617,Rothmans of London KS Red,25.0,"[86, 56, 23]",6,4.0,4.0,7,7,4
3941,ropi04,1834623,HB Classic KS,24.0,"[86, 56, 23]",2,2.0,2.0,2,2,2
3942,ropi04,1834629,Davidoff Classic,27.0,"[95, 57, 24]",6,2.0,2.0,7,7,2
3943,ropi04,1834635,Davidoff Gold,26.0,"[95, 58, 23]",7,1.0,1.0,9,9,1
3944,ropi04,1834641,HB Classic 100´s,30.0,"[103, 56, 23]",4,0.0,,5,5,0
3945,ropi04,1834647,L&M Red Label,24.0,"[88, 55, 23]",7,7.0,7.0,7,7,7
3946,ropi04,1834653,Rothmans S-Line 40s Red,37.0,"[88, 70, 28]",1,0.0,,3,3,0
3947,ropi04,1834659,Rothmans S-Line 40s Blue,37.0,"[88, 70, 28]",12,6.0,6.0,14,14,6
3948,ropi04,1834665,Davidoff SL-Line Gold,20.0,"[100, 63, 13]",12,10.0,10.0,13,13,10
3949,ropi04,1834671,Marlboro Gold 3.5 Original KS,25.0,"[88, 55, 23]",12,4.0,4.0,20,20,4
3950,ropi04,1834677,Winston Classic Red 100,26.0,"[103, 56, 23]",14,10.0,10.0,19,19,10
3951,ropi04,1834683,Winston Compact Green Long,20.0,"[86, 53, 22]",7,9.0,9.0,9,9,9
3952,ropi04,1834689,P&S Black 100,22.0,"[73, 55, 23]",6,7.0,7.0,7,7,7
3953,ropi04,1834695,Rothmans Premium Silver,26.0,"[86, 56, 23]",2,1.0,1.0,2,2,1
3954,ropi04,1834701,Rothmans Premium Red,26.0,"[86, 56, 23]",1,0.0,,2,2,0
3955,ropi04,1834707,Rothmans Premium Blue,26.0,"[86, 56, 23]",3,3.0,3.0,3,3,3
3956,ropi04,1834713,Viceroy Classic Red,26.0,"[86, 56, 23]",2,2.0,2.0,2,2,2
3957,ropi04,1834719,Viceroy Classic Blue,26.0,"[86, 56, 23]",6,5.0,5.0,11,11,5
3958,ropi04,1834725,Lucky Strike SC Amber,21.0,"[85, 54, 20]",3,3.0,3.0,3,3,3
3959,ropi04,1834737,Winston Blue,22.0,"[88, 56, 23]",3,3.0,3.0,3,3,3
3960,ropi04,1834743,Rothmans of London KS Blue,25.0,"[86, 56, 23]",3,3.0,3.0,3,3,3
3961,ropi04,1834749,West Red Plus,23.0,"[87, 55, 23]",1,1.0,1.0,1,1,1
3962,ropi04,1834755,Rothmans of London Red 100´s,29.0,"[103, 56, 23]",1,1.0,1.0,1,1,1
3963,ropi04,1834761,Rothmans of London Blue 100´s,29.0,"[103, 56, 23]",10,10.0,10.0,10,10,10
3964,ropi04,1834767,Davidoff Reshape White,21.0,"[87, 52, 22]",6,4.0,4.0,6,6,4
3965,ropi04,1834773,Davidoff Evolved Red,26.0,"[95, 58, 23]",6,6.0,6.0,6,6,6
3966,ropi04,1834779,Davidoff Evolved Blue,26.0,"[95, 58, 23]",2,3.0,3.0,3,3,3
3967,ropi04,1834785,P&S Black,23.0,"[87, 56, 23]",3,3.0,3.0,3,3,3
3968,ropi04,1834797,Rothmans of London DEMI Blue,20.0,"[86, 48, 20]",12,9.0,9.0,13,13,9
3969,ropi04,1834803,Rothmans Demi Ultramarine,20.0,"[86, 48, 20]",11,9.0,9.0,13,13,9
3970,ropi04,1835145,Marlboro KS Box Red FWD,25.0,"[88, 55, 23]",8,8.0,8.0,8,8,8
3971,ropi04,1835163,Chesterfield Red (Crown) KS,25.0,"[88, 55, 23]",2,2.0,2.0,2,2,2
3972,ropi04,1835175,Chesterfield Blue (Crown) KS,25.0,"[88, 55, 23]",4,4.0,4.0,4,4,4
3973,ropi04,1835193,Chesterfield Red 70 Box,21.0,"[75, 55, 22]",4,1.0,1.0,4,4,1
3974,ropi04,1835205,Marlboro Red FWD 70 RS Box,21.0,"[75, 55, 22]",7,6.0,6.0,7,7,6
3975,ropi04,1835211,L&M Blue Label,24.0,"[88, 55, 23]",1,0.0,,11,11,0
3976,ropi04,1835217,Vogue La Cigarette Lilas,18.0,"[102, 56, 13]",18,10.0,10.0,25,25,10
3977,ropi04,1835223,Chesterfield Red (CROWN) 100,29.0,"[102, 55, 23]",6,2.0,2.0,7,7,2
3978,ropi04,1835241,Marlboro Touch Core BOT SLI,22.0,"[85, 53, 22]",8,7.0,7.0,8,8,7
3979,ropi04,1835247,Marlboro Touch 3.5 KS,22.0,"[85, 53, 22]",10,8.0,8.0,10,10,8
3980,ropi04,1835253,L&M LOFT Aqua BOT SLI,21.0,"[86, 50, 20]",7,4.0,4.0,7,7,4
3981,ropi04,1835259,L&M Forward KS,24.0,"[88, 55, 23]",6,6.0,6.0,6,6,6
3982,ropi04,1835265,Petra Klasik Červená KS,24.0,"[88, 55, 23]",5,5.0,5.0,5,5,5
3983,ropi04,1835271,Petra Klasik Modrá KS,24.0,"[88, 55, 23]",4,3.0,3.0,4,4,3
3984,ropi04,1835277,Chesterfield Red (CROWN) 25´s,32.0,"[87, 65, 30]",11,10.0,10.0,11,11,10
3985,ropi04,1835283,Chesterfield Blue (CROWN) 25´s,32.0,"[87, 65, 30]",8,3.0,3.0,8,8,3
3986,ropi04,1835289,Lucky Strike Amber,30.0,"[88, 55, 23]",1,1.0,1.0,1,1,1
3987,ropi04,1835295,Rothmans Longs Violet,30.0,"[100, 63, 13]",1,1.0,1.0,1,1,1
3988,ropi04,1835787,Gerber Cereal Mléčná kaše banánová Dobrou noc,238.0,"[195, 136, 48]",2,2.0,2.0,2,2,2
3989,ropi04,898701,nimm2 Pomerančovo-citronová náplň,94.0,"[26, 138, 180]",6,6.0,6.0,6,6,6
3990,ropi04,898791,Wrigley's Orbit žvýkačky bez cukru s peppermintovou příchutí dóza,82.0,"[80, 57, 69]",12,12.0,12.0,12,12,12
3991,ropi04,898986,Bonduelle Fazole bílé v rajské omáčce pálivé,492.0,"[84, 83, 84]",2,2.0,2.0,2,2,2
3992,ropi04,899040,Dr.Oetker Krtkův dort,463.0,"[212, 143, 47]",9,10.0,9.0,10,10,10
3993,ropi04,899106,Giana Rajčata loupaná celá,466.0,"[108, 73, 73]",4,4.0,4.0,4,4,4
3994,ropi04,899169,Lagris Rýže parboiled+indiánská,518.0,"[171, 39, 124]",8,8.0,8.0,8,8,8
3995,ropi04,899265,Exotic Food Zelená kari pasta,56.0,"[11, 120, 164]",3,3.0,3.0,4,3,3
3996,ropi04,899310,Kotányi Pepř bílý mletý,20.0,"[10, 103, 140]",5,5.0,5.0,11,5,5
3997,ropi04,899352,Podravka přísada Natur,160.0,"[43, 129, 176]",30,30.0,29.0,31,31,30
3998,ropi04,899376,Davidoff Café Espresso 57 pražená zrnková káva,502.0,"[75, 129, 205]",2,2.0,2.0,2,2,2
3999,ropi04,899388,illy Espresso káva mletá,388.0,"[144, 90, 90]",6,6.0,6.0,6,6,6
4000,ropi04,899403,Jihlavanka Standard Original pražená mletá káva,254.0,"[45, 146, 223]",8,5.0,5.0,9,9,5
4001,ropi04,899415,Nescafé Dolce Gusto Café au Lait,237.0,"[122, 122, 124]",4,4.0,4.0,4,4,4
4002,ropi04,899418,Nescafé Dolce Gusto Espresso Intenso,193.0,"[122, 122, 123]",1,1.0,1.0,1,1,1
4003,ropi04,899421,Nescafé Dolce Gusto Latte Macchiato,274.0,"[122, 123, 124]",4,4.0,4.0,4,4,4
4004,ropi04,899439,Pickwick Zelený čaj variace,60.0,"[73, 63, 122]",10,10.0,10.0,10,10,10
4005,ropi04,899448,Teekanne Čaj Dýchací cesty,40.0,"[75, 79, 82]",4,4.0,4.0,4,4,4
4006,ropi04,899451,Tchibo Exclusive pražená mletá káva,258.0,"[90, 49, 152]",4,4.0,4.0,4,4,4
4007,ropi04,899748,Linteo Baby Dětské vlhčené ubrousky s měsíčkem lékařským 72 ks,346.0,"[64, 106, 218]",2,1.0,1.0,2,2,1
4008,ropi04,900072,Valfrutta Rajčata loupaná,450.0,"[108, 72, 74]",1,1.0,1.0,1,1,1
4009,ropi04,900135,Flour Tortillas Tomato s chilli 25cm 6ks,434.0,"[132, 72, 99]",8,8.0,8.0,8,8,8
4010,ropi04,900279,Duck Fresh Discs Levandule 36ml,96.0,"[53, 142, 182]",3,3.0,3.0,3,3,3
4011,ropi04,900435,Lagris Fazole červená,485.0,"[59, 90, 153]",6,6.0,6.0,6,6,6
4012,ropi04,900438,Douwe Egberts Grand aroma mletá káva,256.0,"[49, 84, 154]",1,1.0,1.0,1,1,1
4013,ropi04,900444,Pickwick čaj Průdušky,40.0,"[81, 70, 81]",1,1.0,1.0,1,1,1
4014,ropi04,900501,Sonnentor BIO Čaj Balzám na nervy,60.0,"[124, 72, 85]",3,3.0,3.0,3,3,3
4015,ropi04,900516,Sonnentor BIO Čaj Dobrá nálada,62.0,"[82, 74, 126]",4,3.0,3.0,4,4,3
4016,ropi04,900522,Sonnentor BIO Čaj Lehčí než pírko,70.0,"[81, 72, 126]",3,3.0,3.0,3,3,3
4017,ropi04,900525,Sonnentor BIO Čaj Meduňka citronová sypaný,68.0,"[63, 103, 214]",5,5.0,5.0,5,5,5
4018,ropi04,900528,Sonnentor BIO Poznávací sada čajů „Ochutnej“,71.0,"[120, 70, 180]",2,2.0,2.0,2,2,2
4019,ropi04,900531,Sonnentor BIO Čaj Pro dobrý pocit v břiše,60.0,"[84, 71, 124]",4,4.0,4.0,4,4,4
4020,ropi04,900549,Sonnentor BIO Majoránka,20.0,"[110, 35, 55]",6,6.0,6.0,6,6,6
4021,ropi04,900555,Sonnentor BIO Pepř barevný celý,58.0,"[110, 35, 55]",5,5.0,5.0,5,5,5
4022,ropi04,900558,Sonnentor BIO Pepř černý celý,58.0,"[110, 35, 55]",2,2.0,2.0,2,2,2
4023,ropi04,900561,Sonnentor BIO Tymián,28.0,"[112, 38, 57]",9,8.0,8.0,9,9,8
4024,ropi04,900597,Nutrifree Panfette Domácí krájený chléb bez lepku,394.0,"[63, 183, 245]",5,5.0,5.0,5,5,5
4025,ropi04,900639,Holle BIO Rýžová kaše,300.0,"[62, 126, 204]",1,1.0,1.0,1,1,1
4026,ropi04,900696,Kávoviny Melta instant,302.0,"[150, 99, 99]",6,6.0,6.0,6,6,6
4027,ropi04,900720,Nescafé Dolce Gusto Espresso Barista,198.0,"[122, 123, 124]",1,1.0,1.0,1,1,1
4028,ropi04,900723,Vitakáva,290.0,"[150, 99, 99]",3,3.0,3.0,3,3,3
4029,ropi04,900753,nimm2 Soft fruit,100.0,"[151, 163, 24]",14,12.0,12.0,14,14,12
4030,ropi04,900768,nimm2 Smilegummi,104.0,"[33, 113, 167]",16,16.0,16.0,16,16,16
4031,ropi04,900984,Hamé Maďarský guláš sterilované hotové jídlo EasyCup,448.0,"[85, 103, 103]",6,6.0,6.0,7,7,6
4032,ropi04,901005,Hamé Krůtí ve vlastní šťávě,360.0,"[47, 99, 100]",1,1.0,1.0,1,1,1
4033,ropi04,901008,Hamé Vepřové maso ve vlastní šťávě,360.0,"[46, 100, 100]",6,2.0,2.0,6,6,2
4034,ropi04,901200,Ecover All in One tablety do myčky,551.0,"[143, 64, 140]",3,3.0,3.0,3,3,3
4035,ropi04,901218,Skittles ovocné žvýkací bonbóny,38.0,"[16, 66, 133]",23,19.0,19.0,23,23,19
4036,ropi04,901248,Nescafé Dolce Gusto Caffé Lungo,195.0,"[123, 122, 123]",9,9.0,9.0,9,9,9
4037,ropi04,901257,Bonavita Zajíc Sójový nápoj natural,448.0,"[57, 151, 215]",8,8.0,8.0,8,8,8
4038,ropi04,901317,Dr.Oetker Muffiny s čokoládou v prášku,356.0,"[214, 53, 142]",7,7.0,7.0,7,7,7
4039,ropi04,901536,Orion Pralinky rumové,150.0,"[26, 87, 171]",10,10.0,10.0,10,10,10
4040,ropi04,901539,"Nutrifree Hamburger bulky bezlepkové, 2ks",200.0,"[46, 127, 296]",10,10.0,10.0,10,10,10
4041,ropi04,901671,Durex Feel thin extra lubricated,40.0,"[43, 63, 127]",2,2.0,2.0,2,2,2
4042,ropi04,901752,"Ahmad Tea Revitalise Šípek, ibišek a třešeň (20x2g)",78.0,"[80, 70, 134]",6,6.0,6.0,6,6,6
4043,ropi04,901767,HiPP BIO První obilná kaše 100% ovesná,244.0,"[47, 128, 202]",3,3.0,3.0,3,3,3
4044,ropi04,901797,HiPP BIO Jablečné rýžové oplatky,34.0,"[74, 162, 164]",5,4.0,4.0,5,5,4
4045,ropi04,901878,Curaprox Ultra Soft 5460 zubní kartáčky,58.0,"[27, 69, 224]",7,6.0,6.0,7,7,6
4046,ropi04,901971,Ovocňák Mošt jablko a mrkev,206.0,"[43, 87, 174]",1,1.0,1.0,1,1,1
4047,ropi04,902310,Exotic Food Tom Yum paste,60.0,"[11, 119, 164]",5,5.0,5.0,5,5,5
4048,ropi04,902493,Nestlé FITNESS Jogurtové snídaňové cereálie,400.0,"[48, 194, 261]",4,5.0,4.0,5,5,5
4049,ropi04,902613,Zemanka BIO Dýňové krekry se špaldou a česnekem,106.0,"[59, 103, 180]",5,5.0,5.0,5,5,5
4050,ropi04,902616,Zemanka BIO Sýrové krekry se špaldou a slunečnicí,106.0,"[61, 102, 175]",8,5.0,5.0,8,8,5
4051,ropi04,902679,Opavia BeBe Rodinné mléčné cereální sušenky,142.0,"[128, 51, 62]",19,18.0,18.0,20,19,18
4052,ropi04,902724,Dilmah Čaj zelený Marocká máta,58.0,"[58, 80, 130]",3,3.0,3.0,3,3,3
4053,ropi04,902727,Dilmah Zelený čaj,58.0,"[57, 81, 131]",5,5.0,5.0,5,5,5
4054,ropi04,902796,Bohemilk Mléko sušené plnotučné,440.0,"[61, 127, 200]",5,5.0,5.0,5,5,5
4055,ropi04,902838,Tampax Compak Regular Tampony,88.0,"[74, 69, 92]",4,4.0,4.0,4,4,4
4056,ropi04,902856,Gillette Venus Classic Strojek + 2 hlavice,64.0,"[57, 88, 199]",6,6.0,6.0,6,6,6
4057,ropi04,902949,Nescafé Dolce Gusto Espresso,170.0,"[122, 122, 122]",4,4.0,4.0,4,4,4
4058,ropi04,902952,Nescafé Dolce Gusto Latte Macchiato Caramel,230.0,"[122, 121, 122]",1,1.0,1.0,1,1,1
4059,ropi04,903042,Rio Mare Tuňák v extra panenském olivovém oleji 3×80g,328.0,"[68, 202, 36]",2,2.0,2.0,2,2,2
4060,ropi04,903093,Duck Fresh Discs Limetka 36ml,90.0,"[53, 142, 183]",6,6.0,6.0,6,6,6
4061,ropi04,903222,NOMINAL Bezlepková směs se lněnou vlákninou,547.0,"[47, 147, 195]",1,1.0,1.0,1,1,1
4062,ropi04,903225,NOMINAL Bezlepková směs s pohankou,549.0,"[193, 49, 147]",1,1.0,1.0,1,1,1
4063,ropi04,903297,Vitana Polévka rajská,80.0,"[17, 128, 154]",7,7.0,7.0,7,7,7
